"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","below_below_below_superkingdom","below_below_below_below_superkingdom","below_below_below_below_below_superkingdom","phylum","below_phylum","below_below_phylum","subphylum","class","below_class","below_below_class","below_below_below_class","subclass","order","below_order","below_below_order","suborder","family","below_family","below_below_family","below_below_below_family","subfamily","tribe","genus","below_genus","subgenus","species_group","species_subgroup","species","below_species","below_below_species","below_below_below_species","subspecies","below_subspecies"
"135624","1236","order","Aeromonadales","1","131567","2","","","","","","1224","","","","1236","","","","","135624","","","","","","","","","","","","","","","","","","","",""
"135622","1236","order","Alteromonadales","1","131567","2","","","","","","1224","","","","1236","","","","","135622","","","","","","","","","","","","","","","","","","","",""
"292629","292625","order","Anaerolineales","1","131567","2","1783272","","","","","200795","","","","292625","","","","","292629","","","","","","","","","","","","","","","","","","","",""
"32069","187857","order","Aquificales","1","131567","2","","","","","","200783","","","","187857","","","","","32069","","","","","","","","","","","","","","","","","","","",""
"1382929","1382928","order","Ardenticatenales","1","131567","2","1783272","","","","","200795","","","","1382928","","","","","1382929","","","","","","","","","","","","","","","","","","","",""
"1385","91061","order","Bacillales","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","","","","","","","","","","","","","","","","",""
"171549","200643","order","Bacteroidales","1","131567","2","1783270","68336","","","","976","","","","200643","","","","","171549","","","","","","","","","","","","","","","","","","","",""
"1100069","976","order","Bacteroidetes Order II. Incertae sedis","1","131567","2","1783270","68336","","","","976","","","","","","","","","1100069","","","","","","","","","","","","","","","","","","","",""
"1853223","1853221","order","Balneolales","1","131567","2","","","","","","1853220","","","","1853221","","","","","1853223","","","","","","","","","","","","","","","","","","","",""
"213481","28221","order","Bdellovibrionales","1","131567","2","","","","","","1224","","","68525","28221","","","","","213481","","","","","","","","","","","","","","","","","","","",""
"85004","1760","order","Bifidobacteriales","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85004","","","","","","","","","","","","","","","","","","","",""
"1643686","203692","order","Brachyspirales","1","131567","2","","","","","","203691","","","","203692","","","","","1643686","","","","","","","","","","","","","","","","","","","",""
"80840","28216","order","Burkholderiales","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","","","","","","","","","","","","","","","","",""
"475963","475962","order","Caldilineales","1","131567","2","1783272","","","","","200795","","","","475962","","","","","475963","","","","","","","","","","","","","","","","","","","",""
"693072","693071","order","Caldisericales","1","131567","2","","","","","","67814","","","","693071","","","","","693072","","","","","","","","","","","","","","","","","","","",""
"213849","29547","order","Campylobacterales","1","131567","2","","","","","","1224","","","68525","29547","","","","","213849","","","","","","","","","","","","","","","","","","","",""
"1127829","203683","order","Candidatus Brocadiales","1","131567","2","1783257","","","","","203682","","","","203683","","","","","1127829","","","","","","","","","","","","","","","","","","","",""
"135615","1236","order","Cardiobacteriales","1","131567","2","","","","","","1224","","","","1236","","","","","135615","","","","","","","","","","","","","","","","","","","",""
"414714","1760","order","Catenulisporales","1","131567","2","1783272","","","","","201174","","","","1760","","","","","414714","","","","","","","","","","","","","","","","","","","",""
"204458","28211","order","Caulobacterales","1","131567","2","","","","","","1224","","","","28211","","","","","204458","","","","","","","","","","","","","","","","","","","",""
"1706369","1236","order","Cellvibrionales","1","131567","2","","","","","","1224","","","","1236","","","","","1706369","","","","","","","","","","","","","","","","","","","",""
"1860137","1860136","order","Chitinispirillales","1","131567","2","1783270","","","","","65842","","","","1860136","","","","","1860137","","","","","","","","","","","","","","","","","","","",""
"1853229","1853228","order","Chitinophagales","1","131567","2","1783270","68336","","","","976","","","","1853228","","","","","1853229","","","","","","","","","","","","","","","","","","","",""
"51291","204429","order","Chlamydiales","1","131567","2","1783257","","","","","204428","","","","204429","","","","","51291","","","","","","","","","","","","","","","","","","","",""
"191411","191410","order","Chlorobiales","1","131567","2","1783270","68336","","","","1090","","","","191410","","","","","191411","","","","","","","","","","","","","","","","","","","",""
"32064","32061","order","Chloroflexales","1","131567","2","1783272","","","","","200795","","","","32061","","","","","32064","","","","","","","","","","","","","","","","","","","",""
"135613","1236","order","Chromatiales","1","131567","2","","","","","","1224","","","","1236","","","","","135613","","","","","","","","","","","","","","","","","","","",""
"1118","1301283","order","Chroococcales","1","131567","2","1783272","1798711","","","","1117","","","","","","","","1301283","1118","","","","","","","","","","","","","","","","","","","",""
"1890505","1117","order","Chroococcidiopsidales","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1890505","","","","","","","","","","","","","","","","","","","",""
"1836787","134549","order","Chthoniobacterales","1","131567","2","1783257","","","","","74201","","","","134549","","","","","1836787","","","","","","","","","","","","","","","","","","","",""
"1077263","1077257","order","Chthonomonadales","1","131567","2","1783272","","","","","67819","","","","1077257","","","","","1077263","","","","","","","","","","","","","","","","","","","",""
"186802","186801","order","Clostridiales","1","131567","2","1783272","","","","","1239","","","","186801","","","","","186802","","","","","","","","","","","","","","","","","","","",""
"84999","84998","order","Coriobacteriales","1","131567","2","1783272","","","","","201174","","","","84998","","","","","84999","","","","","","","","","","","","","","","","","","","",""
"85007","1760","order","Corynebacteriales","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85007","","","","","","","","","","","","","","","","","","","",""
"768507","768503","order","Cytophagales","1","131567","2","1783270","68336","","","","976","","","","768503","","","","","768507","","","","","","","","","","","","","","","","","","","",""
"191393","68337","order","Deferribacterales","1","131567","2","","","","","","200930","","","","68337","","","","","191393","","","","","","","","","","","","","","","","","","","",""
"1202465","301297","order","Dehalococcoidales","1","131567","2","1783272","","","","","200795","","","","301297","","","","","1202465","","","","","","","","","","","","","","","","","","","",""
"118964","188787","order","Deinococcales","1","131567","2","1783272","","","","","1297","","","","188787","","","","","118964","","","","","","","","","","","","","","","","","","","",""
"453227","28221","order","Desulfarculales","1","131567","2","","","","","","1224","","","68525","28221","","","","","453227","","","","","","","","","","","","","","","","","","","",""
"213118","28221","order","Desulfobacterales","1","131567","2","","","","","","1224","","","68525","28221","","","","","213118","","","","","","","","","","","","","","","","","","","",""
"213115","28221","order","Desulfovibrionales","1","131567","2","","","","","","1224","","","68525","28221","","","","","213115","","","","","","","","","","","","","","","","","","","",""
